Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,Mode,TStep,Comment
720,GB3HF,50.760000,+,0.500000,Tone,71.9,88.5,FM,12.5,BARNSLEY
721,GB3HG,145.625000,-,0.600000,Tone,88.5,88.5,FM,12.5,THIRSK
722,GB3HH,145.700000,-,0.600000,Tone,71.9,88.5,FM,12.5,BUXTON
723,GB3HI,145.700000,-,0.600000,Tone,103.5,88.5,FM,12.5,ISLE OF MULL
724,GB3HJ,433.025000,+,1.600000,Tone,118.8,88.5,FM,12.5,HARROGATE
725,GB3HK,433.050000,+,1.600000,Tone,118.8,88.5,FM,12.5,SELKIRK
726,GB3HM,50.820000,+,0.500000,Tone,71.9,88.5,FM,12.5,BELPER
727,GB3HO,430.887500,+,7.600000,Tone,88.5,88.5,FM,12.5,HORSHAM
728,GB3HR,433.350000,+,1.600000,Tone,82.5,88.5,FM,12.5,HARROW
729,GB3HS,145.650000,-,0.600000,Tone,88.5,88.5,FM,12.5,WALKINGTON
730,GB3HT,433.275000,+,1.600000,,88.5,88.5,FM,12.5,HINCKLEY
731,GB3HV,3408.000000,-,2160.000000,,88.5,88.5,DV,12.5,FARNHAM
732,GB3HW,433.325000,+,1.600000,Tone,110.9,88.5,FM,12.5,GIDEA PARK
733,GB3HY,430.900000,+,7.600000,,88.5,88.5,FM,12.5,HAYWARDS HEATH
734,GB3IC,433.125000,+,1.600000,,88.5,88.5,FM,12.5,WOLVERHAMPTON
735,GB3IE,430.850000,+,7.600000,,88.5,88.5,FM,12.5,PLYMOUTH
736,GB3IG,145.775000,-,0.600000,Tone,88.5,88.5,FM,12.5,STORNOWAY
737,GB3IH,433.100000,+,1.600000,Tone,110.9,88.5,FM,12.5,IPSWICH
738,GB3IK,145.762500,-,0.600000,Tone,103.5,88.5,FM,12.5,ROCHESTER
739,GB3IM-C,430.825000,+,7.600000,Tone,110.9,88.5,FM,12.5,DOUGLAS IOM
740,GB3IM-P,430.875000,+,7.600000,Tone,110.9,88.5,FM,12.5,PEEL
741,GB3IM-R,430.825000,+,7.600000,Tone,71.9,88.5,FM,12.5,RAMSEY IOM
742,GB3IM-S,433.125000,+,1.600000,Tone,110.9,88.5,FM,12.5,DOUGLAS IOM
743,GB3IN,145.637500,-,0.600000,Tone,71.9,88.5,FM,12.5,ALFRETON
744,GB3IR,145.762500,-,0.600000,Tone,88.5,88.5,FM,12.5,RICHMOND YORKS
745,GB3IS,145.750000,-,0.600000,Tone,88.5,88.5,FM,12.5,BROADFORD
746,GB3IV,1316.000000,-,67.000000,,88.5,88.5,DV,12.5,FAREHAM
747,GB3IW,433.225000,+,1.600000,Tone,71.9,88.5,FM,12.5,RYDE
748,GB3JB,145.787500,-,0.600000,Tone,103.5,88.5,FM,12.5,MERE WILTSHIRE
749,GB3JC,430.900000,+,7.600000,Tone,94.8,88.5,FM,12.5,NORWICH
750,GB3JL,145.787500,-,0.600000,,88.5,88.5,FM,12.5,LISKEARD
751,GB3JS,433.025000,+,1.600000,Tone,94.8,88.5,FM,12.5,GREAT YARMOUTH
752,GB3JT,1318.000000,-,69.000000,,88.5,88.5,DV,12.5,HASTINGS
753,GB3JU,430.900000,+,7.600000,Tone,88.5,88.5,FM,12.5,ST HELIER
754,GB3KC,430.900000,+,7.600000,,88.5,88.5,FM,12.5,STOURBRIDGE
755,GB3KD,145.787500,-,0.600000,Tone,118.8,88.5,FM,12.5,KIDDERMINSTER
756,GB3KE,145.687500,-,0.600000,Tone,103.5,88.5,FM,12.5,GLASGOW
757,GB3KI,145.662500,-,0.600000,Tone,103.5,88.5,FM,12.5,HERNE BAY
758,GB3KK,430.975000,+,7.600000,Tone,110.9,88.5,FM,12.5,BALLYCASTLE
759,GB3KL,433.100000,+,1.600000,Tone,94.8,88.5,FM,12.5,KINGS LYNN
760,GB3KM,3406.000000,+,2259.000000,,88.5,88.5,DV,12.5,SPENNYMOOR
761,GB3KN,145.700000,-,0.600000,Tone,103.5,88.5,FM,12.5,MAIDSTONE
762,GB3KR,433.075000,+,1.600000,,88.5,88.5,FM,12.5,KIDDERMINSTER
763,GB3KS,145.625000,-,0.600000,Tone,103.5,88.5,FM,12.5,DOVER
764,GB3KU,433.075000,+,1.600000,Tone,82.5,88.5,FM,12.5,ASHTON-UNDER-LYNE
765,GB3KV,430.975000,+,7.600000,Tone,103.5,88.5,FM,12.5,KILSYTH
766,GB3KW,430.825000,+,7.600000,Tone,103.5,88.5,FM,12.5,GLASGOW
767,GB3KY,145.712500,-,0.600000,Tone,94.8,88.5,FM,12.5,KINGS LYNN
768,GB3LA,145.712500,-,0.600000,Tone,103.5,88.5,FM,12.5,SANQUHAR
769,GB3LB,145.787500,-,0.600000,Tone,118.8,88.5,FM,12.5,LAUDER
770,GB3LC,433.225000,+,1.600000,Tone,71.9,88.5,FM,12.5,LOUTH
771,GB3LD,145.675000,-,0.600000,Tone,110.9,88.5,FM,12.5,LANCASTER
772,GB3LE,433.100000,+,1.600000,,88.5,88.5,FM,12.5,MARKFIELD
773,GB3LF,433.350000,+,1.600000,Tone,110.9,88.5,FM,12.5,KENDAL
774,GB3LH,433.375000,+,1.600000,Tone,103.5,88.5,FM,12.5,SHREWSBURY
775,GB3LI,433.250000,+,1.600000,Tone,82.5,88.5,FM,12.5,LIVERPOOL
776,GB3LL,433.000000,+,1.600000,Tone,110.9,88.5,FM,12.5,LLANDUDNO
777,GB3LM,145.725000,-,0.600000,Tone,71.9,88.5,FM,12.5,LINCOLN
778,GB3LO,1316.000000,-,67.000000,,88.5,88.5,DV,12.5,LOWESTOFT
779,GB3LP,50.750000,+,0.500000,,88.5,88.5,FM,12.5,LIVERPOOL
780,GB3LR,430.862500,+,7.600000,Tone,88.5,88.5,FM,12.5,NEWHAVEN
781,GB3LS,433.050000,+,1.600000,Tone,71.9,88.5,FM,12.5,LINCOLN
782,GB3LT,433.250000,+,1.600000,,88.5,88.5,FM,12.5,LUTON
783,GB3LU,145.675000,-,0.600000,,88.5,88.5,FM,12.5,LERWICK
784,GB3LV,433.050000,+,1.600000,Tone,82.5,88.5,FM,12.5,NORTH LONDON
785,GB3LW,430.900000,+,7.600000,Tone,82.5,88.5,FM,12.5,LONDON
786,GB3LX,10240.000000,+,185.000000,,88.5,88.5,DV,12.5,LINCOLN
787,GB3LY,145.600000,-,0.600000,Tone,110.9,88.5,FM,12.5,LIMAVADY
788,GB3MA,433.025000,+,1.600000,Tone,82.5,88.5,FM,12.5,BURY
789,GB3MB,433.375000,+,1.600000,Tone,94.8,88.5,FM,12.5,MERTHYR TYDFIL
790,GB3ME,433.150000,+,1.600000,,88.5,88.5,FM,12.5,RUGBY
791,GB3MF,433.050000,+,1.600000,Tone,103.5,88.5,FM,12.5,MACCLESFIELD
792,GB3MG,430.900000,+,7.600000,Tone,94.8,88.5,FM,12.5,PONTYPRIDD
793,GB3MH,145.625000,-,0.600000,Tone,88.5,88.5,FM,12.5,EAST GRINSTEAD
794,GB3MI,145.712500,-,0.600000,Tone,82.5,88.5,FM,12.5,MANCHESTER
795,GB3MK,433.000000,+,1.600000,,88.5,88.5,FM,12.5,MILTON KEYNES
796,GB3MM,1297.150000,-,6.000000,,88.5,88.5,FM,12.5,WOLVERHAMPTON
797,GB3MN,145.650000,-,0.600000,Tone,82.5,88.5,FM,12.5,DISLEY
798,GB3MP,145.750000,-,0.600000,Tone,110.9,88.5,FM,12.5,DENBIGH
799,GB3MR,433.350000,+,1.600000,Tone,82.5,88.5,FM,12.5,STOCKPORT
800,GB3MS,433.175000,+,1.600000,,88.5,88.5,FM,12.5,WORCESTER
801,GB3MT,430.900000,+,7.600000,Tone,110.9,88.5,FM,12.5,MAGHERAFELT
802,GB3MV,1316.000000,-,67.000000,,88.5,88.5,DV,12.5,NORTHAMPTON
803,GB3MW,433.250000,+,1.600000,,88.5,88.5,FM,12.5,LEAMINGTON SPA
804,GB3NA,145.612500,-,0.600000,Tone,71.9,88.5,FM,12.5,BARNSLEY
805,GB3NB,145.625000,-,0.600000,Tone,94.8,88.5,FM,12.5,NORWICH
806,GB3NC,145.725000,-,0.600000,,88.5,88.5,FM,12.5,ROCHE
807,GB3ND,433.350000,+,1.600000,,88.5,88.5,FM,12.5,BIDEFORD
808,GB3NE,145.762500,-,0.600000,Tone,118.8,88.5,FM,12.5,NEWBURY
809,GB3NF,145.625000,-,0.600000,,88.5,88.5,FM,12.5,NOTTINGHAM
810,GB3NG,145.625000,-,0.600000,,88.5,88.5,FM,12.5,FRASERBURGH
811,GB3NH,430.875000,+,7.600000,,88.5,88.5,FM,12.5,NORTHAMPTON
812,GB3NI,145.725000,-,0.600000,Tone,110.9,88.5,FM,12.5,BELFAST N.I.
813,GB3NK,433.100000,+,1.600000,Tone,103.5,88.5,FM,12.5,ERITH
814,GB3NL,145.775000,-,0.600000,,88.5,88.5,FM,12.5,NORTH LONDON
815,GB3NM,433.175000,+,1.600000,Tone,71.9,88.5,FM,12.5,NOTTINGHAM
816,GB3NN,433.050000,+,1.600000,Tone,94.8,88.5,FM,12.5,WELLS NORFOLK
817,GB3NO,1297.000000,-,6.000000,Tone,94.8,88.5,FM,12.5,NORWICH
818,GB3NP,430.887500,+,7.600000,,88.5,88.5,FM,12.5,TOWCESTER
819,GB3NQ,1316.000000,-,67.000000,,88.5,88.5,DV,12.5,ST AUSTELL
820,GB3NR,433.000000,+,1.600000,Tone,94.8,88.5,FM,12.5,NORWICH
821,GB3NS,439.675000,-,9.000000,Tone,82.5,88.5,FM,12.5,CATERHAM
822,GB3NT,433.000000,+,1.600000,Tone,118.8,88.5,FM,12.5,NEWCASTLE UPON TYNE
823,GB3NU,430.887500,+,7.600000,Tone,94.8,88.5,FM,12.5,SHERINGHAM
824,GB3NV,3406.000000,-,966.000000,,88.5,88.5,DV,12.5,NORWICH
825,GB3NW,145.625000,-,0.600000,,88.5,88.5,FM,12.5,WORCESTER
826,GB3NX,430.850000,+,7.600000,Tone,88.5,88.5,FM,12.5,CRAWLEY SUSSEX
827,GB3NY,430.825000,+,7.600000,Tone,88.5,88.5,FM,12.5,BRIDLINGTON
828,GB3NZ,145.600000,-,0.600000,Tone,94.8,88.5,FM,12.5,THORPE ST ANDREW
829,GB3OA,145.612500,-,0.600000,Tone,82.5,88.5,FM,12.5,SOUTHPORT
830,GB3OC,145.650000,-,0.600000,,88.5,88.5,FM,12.5,KIRKWALL
831,GB3OH,430.950000,+,7.600000,Tone,94.8,88.5,FM,12.5,LINLITHGOW
832,GB3OM,430.950000,+,7.600000,Tone,110.9,88.5,FM,12.5,OMAGH
833,GB3OV,433.125000,+,1.600000,Tone,94.8,88.5,FM,12.5,ST NEOTS
834,GB3OY,430.950000,+,7.600000,Tone,82.5,88.5,FM,12.5,BUCKHURST HILL
835,GB3PA,145.625000,-,0.600000,Tone,103.5,88.5,FM,12.5,PAISLEY
836,GB3PE,145.675000,-,0.600000,Tone,94.8,88.5,FM,12.5,PETERBOROUGH
837,GB3PI,145.750000,-,0.600000,,88.5,88.5,FM,12.5,ROYSTON
838,GB3PK,145.662500,-,0.600000,Tone,110.9,88.5,FM,12.5,BALLYCASTLE NI
839,GB3PL,145.762500,-,0.600000,,88.5,88.5,FM,12.5,E.CORNWALL
840,GB3PO,145.650000,-,0.600000,Tone,110.9,88.5,FM,12.5,IPSWICH
841,GB3PP,433.375000,+,1.600000,Tone,82.5,88.5,FM,12.5,PRESTON
842,GB3PR,145.675000,-,0.600000,Tone,94.8,88.5,FM,12.5,PERTH
843,GB3PS,1297.075000,-,6.000000,,88.5,88.5,FM,12.5,ROYSTON
844,GB3PU,433.000000,+,1.600000,Tone,94.8,88.5,FM,12.5,PERTH
845,GB3PV,1316.000000,-,67.000000,,88.5,88.5,DV,12.5,CAMBRIDGE
846,GB3PW,145.775000,-,0.600000,Tone,103.5,88.5,FM,12.5,NEWTOWN POWYS
847,GB3PX,50.780000,+,0.500000,,88.5,88.5,FM,12.5,ROYSTON
848,GB3PY,433.200000,+,1.600000,,88.5,88.5,FM,12.5,CAMBRIDGE
849,GB3PZ,430.900000,+,7.600000,Tone,82.5,88.5,FM,12.5,DUKINFIELD
850,GB3RA,145.637500,-,0.600000,Tone,103.5,88.5,FM,12.5,LLANDRINDOD WELLS
851,GB3RB,433.200000,+,1.600000,Tone,71.9,88.5,FM,12.5,BOLSOVER
852,GB3RD,145.675000,-,0.600000,Tone,118.8,88.5,FM,12.5,READING
853,GB3RE,433.275000,+,1.600000,Tone,103.5,88.5,FM,12.5,MAIDSTONE
854,GB3RF,145.775000,-,0.600000,Tone,82.5,88.5,FM,12.5,ACCRINGTON
855,GB3RH,433.275000,+,1.600000,Tone,94.8,88.5,FM,12.5,AXMINSTER
856,GB3RT,433.000000,+,1.600000,Tone,94.8,88.5,FM,12.5,CWMBRAN
857,GB3RU,433.275000,+,1.600000,Tone,118.8,88.5,FM,12.5,READING
858,GB3SB,145.650000,-,0.600000,Tone,118.8,88.5,FM,12.5,SELKIRK
859,GB3SD,433.350000,+,1.600000,Tone,71.9,88.5,FM,12.5,WEYMOUTH
860,GB3SE,1297.075000,-,6.000000,Tone,103.5,88.5,FM,12.5,STOKE ON TRENT
861,GB3SF,430.937500,+,7.600000,,88.5,88.5,FM,12.5,SOUTH MOLTON
862,GB3SH,145.662500,-,0.600000,Tone,71.9,88.5,FM,12.5,ROMSEY
863,GB3SI,145.625000,-,0.600000,,88.5,88.5,FM,12.5,HELSTON
864,GB3SK,433.150000,+,1.600000,Tone,103.5,88.5,FM,12.5,CANTERBURY
865,GB3SL,50.730000,+,0.500000,Tone,103.5,88.5,FM,12.5,KILSYTH
866,GB3SM,433.325000,+,1.600000,Tone,103.5,88.5,FM,12.5,STOKE ON TRENT
867,GB3SN,145.725000,-,0.600000,Tone,71.9,88.5,FM,12.5,ALTON HANTS
868,GB3SP,433.100000,+,1.600000,Tone,94.8,88.5,FM,12.5,PEMBROKE
869,GB3SQ,1304.000000,-,60.000000,,88.5,88.5,DV,12.5,BOURNEMOUTH
870,GB3SS,145.600000,-,0.600000,,88.5,88.5,FM,12.5,ELGIN MORAY
871,GB3ST,433.225000,+,1.600000,Tone,103.5,88.5,FM,12.5,STOKE ON TRENT
872,GB3SW,145.712500,-,0.600000,,88.5,88.5,FM,12.5,SIDMOUTH
873,GB3SX,50.790000,+,0.500000,Tone,103.5,88.5,FM,12.5,STOKE ON TRENT
874,GB3SY,433.150000,+,1.600000,Tone,71.9,88.5,FM,12.5,BARNSLEY
875,GB3TA,145.737500,-,0.600000,,88.5,88.5,FM,12.5,TAMWORTH
876,GB3TB,1316.000000,-,67.000000,,88.5,88.5,DV,12.5,TORQUAY
877,GB3TD,433.075000,+,1.600000,Tone,118.8,88.5,FM,12.5,SWINDON
878,GB3TE,145.612500,-,0.600000,Tone,103.5,88.5,FM,12.5,CLACTON ON SEA
879,GB3TF,433.200000,+,1.600000,Tone,103.5,88.5,FM,12.5,TELFORD
880,GB3TG,10240.000000,+,185.000000,,88.5,88.5,DV,12.5,MILTON KEYNES
881,GB3TH,433.375000,+,1.600000,,88.5,88.5,FM,12.5,TAMWORTH
882,GB3TJ,433.300000,+,1.600000,Tone,118.8,88.5,FM,12.5,CORBRIDGE
883,GB3TM,1316.000000,-,67.000000,,88.5,88.5,DV,12.5,AMLWCH ANGLESEY
884,GB3TN,1316.000000,-,67.000000,,88.5,88.5,DV,12.5,FAKENHAM
885,GB3TO,145.612500,-,0.600000,,88.5,88.5,FM,12.5,NORTHAMPTON
886,GB3TP,145.725000,-,0.600000,Tone,82.5,88.5,FM,12.5,SHIPLEY
887,GB3TR,145.650000,-,0.600000,Tone,94.8,88.5,FM,12.5,TORQUAY
888,GB3TS,433.175000,+,1.600000,Tone,118.8,88.5,FM,12.5,SUNDERLAND
889,GB3TT,1310.000000,-,32.000000,,88.5,88.5,DV,12.5,SHEFFIELD
890,GB3TU,433.225000,+,1.600000,,88.5,88.5,FM,12.5,TRING HERTS
891,GB3TV,1318.500000,-,69.500000,,88.5,88.5,DV,12.5,DUNSTABLE
892,GB3TW,145.725000,-,0.600000,Tone,118.8,88.5,FM,12.5,GATESHEAD
893,GB3TY,50.780000,+,0.500000,Tone,110.9,88.5,FM,12.5,CARRICKFERGUS
894,GB3TZ,2440.000000,-,43.000000,,88.5,88.5,DV,12.5,LUTON BEDS
895,GB3UB,433.100000,+,1.600000,Tone,118.8,88.5,FM,12.5,BATH AVON
896,GB3UD,1318.500000,-,69.500000,,88.5,88.5,DV,12.5,STOKE ON TRENT
897,GB3UK,430.862500,+,7.600000,Tone,103.5,88.5,FM,12.5,CHELTENHAM
898,GB3UK,430.862500,+,7.600000,Tone,103.5,88.5,FM,12.5,CHELTENHAM
899,GB3UL,433.050000,+,1.600000,Tone,110.9,88.5,FM,12.5,BELFAST N.I.
900,GB3UM,50.740000,+,0.500000,,88.5,88.5,FM,12.5,MARKFIELD
901,GB3UO,430.825000,+,7.600000,Tone,110.9,88.5,FM,12.5,CHIRK
902,GB3US,433.000000,+,1.600000,Tone,103.5,88.5,FM,12.5,SHEFFIELD
903,GB3UT,1311.500000,-,62.500000,,88.5,88.5,DV,12.5,BATH
904,GB3VA,145.700000,-,0.600000,Tone,118.8,88.5,FM,12.5,BRILL
905,GB3VE,433.100000,+,1.600000,,88.5,88.5,FM,12.5,DUFTON
906,GB3VH,433.325000,+,1.600000,Tone,82.5,88.5,FM,12.5,WELWYN GARDEN CITY
907,GB3VI,50.860000,+,0.500000,,88.5,88.5,FM,12.5,BIRMINGHAM
908,GB3VL,1310.000000,-,62.000000,,88.5,88.5,DV,12.5,LINCOLN
909,GB3VM,145.612500,-,0.600000,Tone,103.5,88.5,FM,12.5,LUDLOW
910,GB3VN,430.925000,+,7.600000,Tone,103.5,88.5,FM,12.5,LUDLOW
911,GB3VO,145.637500,-,0.600000,Tone,110.9,88.5,FM,12.5,CHIRK
912,GB3VR,1316.000000,-,67.000000,,88.5,88.5,DV,12.5,BRIGHTON
913,GB3VS,433.075000,+,1.600000,Tone,94.8,88.5,FM,12.5,TAUNTON
914,GB3VT,145.725000,-,0.600000,Tone,103.5,88.5,FM,12.5,STOKE ON TRENT
915,GB3VX,1310.000000,-,61.000000,,88.5,88.5,DV,12.5,EASTBOURNE
916,GB3WA,430.875000,+,7.600000,Tone,103.5,88.5,FM,12.5,DALRY
917,GB3WB,433.300000,+,1.600000,Tone,94.8,88.5,FM,12.5,WESTON-SUPER-MARE
918,GB3WC,1297.375000,-,6.000000,Tone,82.5,88.5,FM,12.5,WAKEFIELD
919,GB3WD,145.700000,-,0.600000,,88.5,88.5,FM,12.5,PLYMOUTH
920,GB3WF,433.350000,+,1.600000,Tone,82.5,88.5,FM,12.5,OTLEY
921,GB3WG,430.875000,+,7.600000,Tone,94.8,88.5,FM,12.5,PORT TALBOT
922,GB3WH,145.650000,-,0.600000,Tone,118.8,88.5,FM,12.5,SWINDON
923,GB3WI,433.375000,+,1.600000,Tone,94.8,88.5,FM,12.5,WISBECH
924,GB3WJ,433.125000,+,1.600000,Tone,88.5,88.5,FM,12.5,SCUNTHORPE
925,GB3WK,145.775000,-,0.600000,,88.5,88.5,FM,12.5,LEAMINGTON SPA
926,GB3WL,430.950000,+,7.600000,,88.5,88.5,FM,12.5,BIRMINGHAM
927,GB3WN,433.000000,+,1.600000,,88.5,88.5,FM,12.5,WOLVERHAMPTON
928,GB3WO,430.975000,+,7.600000,Tone,88.5,88.5,FM,12.5,LANCING
929,GB3WP,430.937500,+,7.600000,Tone,82.5,88.5,FM,12.5,HYDE
930,GB3WR,145.600000,-,0.600000,Tone,94.8,88.5,FM,12.5,CHEDDAR
931,GB3WS,145.750000,-,0.600000,Tone,88.5,88.5,FM,12.5,CRAWLEY SUSSEX
932,GB3WT,145.775000,-,0.600000,Tone,110.9,88.5,FM,12.5,OMAGH
933,GB3WU,430.825000,+,7.600000,Tone,118.8,88.5,FM,12.5,WORCESTER
934,GB3WW,145.775000,-,0.600000,Tone,94.8,88.5,FM,12.5,PORT TALBOT
935,GB3WX-10,29.210000,+,21.310000,,88.5,88.5,FM,12.5,MERE WILTSHIRE
936,GB3WX-6,50.520000,-,21.310000,,88.5,88.5,FM,12.5,MERE WILTSHIRE
937,GB3WY,50.800000,+,0.500000,Tone,82.5,88.5,FM,12.5,WAKEFIELD
938,GB3XD,50.730000,+,0.500000,Tone,71.9,88.5,FM,12.5,LOUTH
939,GB3XL,430.887500,+,7.600000,Tone,82.5,88.5,FM,12.5,SHIPLEY
940,GB3XN,430.925000,+,7.600000,Tone,71.9,88.5,FM,12.5,WORKSOP
941,GB3XP,145.687500,-,0.600000,Tone,82.5,88.5,FM,12.5,MORDEN
942,GB3XX,430.912500,+,7.600000,,88.5,88.5,FM,12.5,DAVENTRY
943,GB3XY,10065.000000,+,250.000000,,88.5,88.5,DV,12.5,HULL
944,GB3YC,145.750000,-,0.600000,Tone,88.5,88.5,FM,12.5,DRIFFIELD
945,GB3YL,433.350000,+,1.600000,Tone,94.8,88.5,FM,12.5,LOWESTOFT
946,GB3YS,433.050000,+,1.600000,Tone,88.5,88.5,FM,12.5,YEOVIL
947,GB3YT,1316.000000,-,40.000000,,88.5,88.5,DV,12.5,MIRFIELD
948,GB3YW,145.787500,-,0.600000,Tone,82.5,88.5,FM,12.5,WAKEFIELD
949,GB3ZA,145.737500,-,0.600000,Tone,118.8,88.5,FM,12.5,HEREFORD
950,GB3ZB,430.825000,+,7.600000,,88.5,88.5,FM,12.5,BRISTOL
951,GB3ZI,430.975000,+,7.600000,Tone,103.5,88.5,FM,12.5,STAFFORD
952,GB3ZW,50.810000,+,0.500000,Tone,103.5,88.5,FM,12.5,NEWTOWN POWYS
953,GB3ZX,430.825000,+,7.600000,Tone,88.5,88.5,FM,12.5,EASTBOURNE
954,GB3ZY,50.800000,+,0.500000,,88.5,88.5,FM,12.5,BRISTOL
955,GB3ZZ,1316.000000,-,67.000000,,88.5,88.5,DV,12.5,BRISTOL
956,GB7AA,439.675000,-,9.000000,,88.5,88.5,FM,12.5,BRISTOL
958,GB7CF,439.512500,-,9.000000,,88.5,88.5,FM,12.5,FOLKESTONE
959,GB7CM,145.700000,-,0.600000,Tone,71.9,88.5,FM,12.5,BLANDFORD
963,GB7DK,145.687500,-,0.600000,Tone,103.5,88.5,FM,12.5,STRANRAER
964,GB7DO,430.862500,+,7.600000,Tone,82.5,88.5,FM,12.5,DONCASTER
965,GB7DS,439.425000,-,9.000000,Tone,94.8,88.5,FM,12.5,NORWICH
967,GB7ER,145.775000,-,0.600000,,88.5,88.5,FM,12.5,EXETER
970,GB7FG,430.950000,+,7.600000,Tone,94.8,88.5,FM,12.5,CARMARTHEN
971,GB7FI,430.887500,+,7.600000,,88.5,88.5,FM,12.5,AXBRIDGE
972,GB7HF,433.100000,+,1.600000,Tone,82.5,88.5,FM,12.5,WELHAM GREEN
973,GB7IC-C,145.662500,-,0.600000,,88.5,88.5,FM,12.5,HERNE BAY
975,GB7IP,145.762500,-,0.600000,,88.5,88.5,FM,12.5,LEICESTER
977,GB7JL,430.962500,+,7.600000,Tone,82.5,88.5,FM,12.5,WIGAN
979,GB7KE,430.975000,+,7.600000,,88.5,88.5,FM,12.5,KETTERING
984,GB7RW,145.600000,-,0.600000,Tone,88.5,88.5,FM,12.5,WHITBY
985,GB7RY,430.950000,+,7.600000,Tone,103.5,88.5,FM,12.5,RYE
986,GB7SH,430.962500,+,7.600000,Tone,71.9,88.5,FM,12.5,SHEFFIELD
987,GB7SJ,433.175000,+,1.600000,Tone,103.5,88.5,FM,12.5,NORTHWICH
990,GB7TQ,430.887500,+,7.600000,Tone,94.8,88.5,FM,12.5,TORQUAY
992,GB7WX,430.875000,+,7.600000,Tone,103.5,88.5,FM,12.5,TARVIN
993,GB7YD-A,1241.075000,+,0.000000,,88.5,88.5,DV,12.5,BARNSLEY
994,GB7YZ,439.475000,-,9.000000,Tone,110.9,88.5,FM,12.5,MOLD
995,HB9HD,29.650000,-,0.100000,,88.5,88.5,FM,12.5,
996,HG6RVA,145.625000,-,0.600000,Tone,114.8,114.8,FM,12.5,Galyatető (Mátra)
997,HG9RVA,145.725000,-,0.600000,Tone,114.8,114.8,FM,12.5,Kis-kőhát (Bükk)
998,JW9SRR,145.600000,-,0.600000,Tone,91.5,88.5,FM,12.5,Skolten, Svalbard
999,LA1XRR,29.650000,-,0.100000,,88.5,88.5,FM,12.5,Oslo / Heggedal
1000,LA2ERR,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Gardermoen
1001,LA2KRR,434.650000,-,2.000000,,88.5,88.5,FM,12.5,Kongsvinger / Rafjellet
1002,LA2RRR,51.830000,-,0.600000,,88.5,88.5,FM,12.5,Kongsvinger / Holtberget
1003,LA2XRR,145.712500,-,0.600000,,88.5,88.5,FM,12.5,Kongsvinger / Rafjellet
1004,LA2YRR,434.750000,-,2.000000,,88.5,88.5,FM,12.5,Follo / Stangåsen
1005,LA3GRR,145.612500,-,0.600000,,88.5,88.5,FM,12.5,Tønsberg / Gaustatoppen
1006,LA3JRR,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Vestfold / Jordstøyp
1007,LA4BRR,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Bru
1008,LA4ERR,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Egerøy
1009,LA4HRR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Kvinesheia
1010,LA4KRR,434.825000,-,2.000000,,88.5,88.5,FM,12.5,Kvinesheia
1011,LA4LRR,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Skogbergfjellet
1012,LA4MRR,434.900000,-,2.000000,,88.5,88.5,FM,12.5,Varmestø / Mandal
1013,LA4SRR,145.712500,-,0.600000,,88.5,88.5,FM,12.5,Store Skykula
1014,LA4URR,434.875000,-,2.000000,,88.5,88.5,FM,12.5,Aasvik / Risør
1015,LA4WRR,434.850000,-,2.000000,,88.5,88.5,FM,12.5,Bogafjell
1016,LA5AR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Arendal / Tromøya
1017,LA5BR,145.750000,-,0.600000,,88.5,88.5,FM,12.5,Bergen / Rundemannen
1018,LA5CR,434.675000,-,2.000000,,88.5,88.5,FM,12.5,Jæren / Sandnes
1019,LA5DR,145.725000,-,0.600000,,88.5,88.5,FM,12.5,Drammen / Nordbykollen
1020,LA5FR,145.787500,-,0.600000,,88.5,88.5,FM,12.5,Follo / Enebakk
1021,LA5GR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Skien
1022,LA5HR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Horten / Skottås
1023,LA5IR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Hafstadfjell / Førde
1024,LA5JR,434.625000,-,2.000000,,88.5,88.5,FM,12.5,Kongsberg / Haus Sachsen
1025,LA5KR,145.650000,-,0.600000,,88.5,88.5,FM,12.5,Kongsvinger / Holtberget
1026,LA5LR,145.700000,-,0.600000,,88.5,88.5,FM,12.5,Lista
1027,LA5MR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Mjøsa / Totenåsen
1028,LA5NR,145.775000,-,0.600000,,88.5,88.5,FM,12.5,Narvik / Ofoten-Veggen
1029,LA5OR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Oslo / Tryvasshøgda
1030,LA5PR,145.600000,-,0.600000,,88.5,88.5,FM,12.5,Firda / Høyanger
1031,LA5QR,145.625000,-,0.600000,,88.5,88.5,FM,12.5,Molde / Sunndal
1032,LA5RR,145.675000,-,0.600000,,88.5,88.5,FM,12.5,Ringerike / Ringkollen
1033,LA5RRR,434.600000,-,2.000000,,88.5,88.5,FM,12.5,Sauda / Røldal
